,palavra,solucao
50,"['e', 'n', 'o', 'm', 'm', '-', '-', '-', 'e', 'n', '-', 'e', 'o']",9.0
51,"['-', 'n', 'm', 'e', 'e', 'm', '-', 'o', '-', 'e', 'o', 'n', '-']",7.0
52,"['n', '-', 'e', 'm', 'n', 'e', '-', '-', 'o', 'o', 'm', '-', 'e']",3.0
53,"['n', 'e', '-', 'o', 'e', '-', 'm', 'o', '-', 'n', 'm', '-', 'e']",0.0
54,"['-', 'e', 'o', 'e', '-', '-', 'm', '-', 'n', 'm', 'o', 'e', 'n']",18.0
55,"['-', '-', 'e', 'o', 'm', 'o', 'n', 'm', '-', 'e', '-', 'n', 'e']",0.0
56,"['-', 'm', 'e', '-', 'e', '-', 'm', 'e', 'n', '-', 'o', 'o', 'n']",6.0
57,"['-', 'e', 'e', 'm', 'e', 'm', 'n', 'o', '-', '-', 'n', '-', 'o']",21.0
58,"['e', '-', '-', '-', 'm', 'n', 'm', 'e', 'o', '-', 'o', 'e', 'n']",11.0
59,"['n', 'n', 'e', '-', 'm', 'e', 'm', '-', 'o', 'o', '-', 'e', '-']",14.0
60,"['-', 'e', 'n', 'o', 'm', 'm', 'n', 'e', 'o', '-', 'e', '-', '-']",0.0
61,"['e', 'n', 'n', '-', 'e', 'm', 'o', '-', 'm', '-', '-', 'e', 'o']",6.0
62,"['o', 'e', 'e', '-', '-', 'm', '-', '-', 'n', 'n', 'm', 'o', 'e']",66.0
63,"['-', 'n', '-', 'm', 'o', 'n', 'e', 'e', '-', '-', 'o', 'm', 'e']",18.0
64,"['o', 'm', '-', '-', '-', 'n', '-', 'e', 'e', 'n', 'e', 'o', 'm']",4.0
65,"['e', 'o', '-', 'm', 'm', '-', '-', 'n', 'e', 'n', 'o', 'e', '-']",0.0
66,"['o', 'n', 'e', '-', 'm', 'e', '-', 'n', 'm', 'e', '-', 'o', '-']",0.0
67,"['o', '-', 'o', '-', 'n', '-', 'e', 'e', '-', 'm', 'm', 'e', 'n']",8.0
68,"['o', 'm', 'm', '-', 'e', 'e', '-', '-', 'e', '-', 'o', 'n', 'n']",2.0
69,"['n', '-', 'n', 'o', 'o', 'e', 'e', '-', '-', 'm', 'e', 'm', '-']",9.0
70,"['-', 'e', 'e', 'n', '-', '-', 'n', 'o', '-', 'm', 'o', 'e', 'm']",8.0
71,"['-', 'o', 'm', 'e', 'o', 'e', '-', '-', 'n', 'e', 'n', 'm', '-']",18.0
72,"['n', 'e', '-', 'e', 'm', '-', 'm', 'o', 'e', '-', '-', 'n', 'o']",0.0
73,"['-', 'm', 'n', '-', 'o', '-', '-', 'n', 'o', 'e', 'm', 'e', 'e']",12.0
74,"['-', 'n', 'o', 'm', 'n', '-', 'o', 'm', 'e', 'e', '-', '-', 'e']",0.0
75,"['e', 'e', '-', '-', 'o', '-', 'o', 'e', 'n', 'm', '-', 'm', 'n']",6.0
76,"['e', 'e', 'n', 'e', 'o', '-', 'm', '-', '-', 'n', '-', 'o', 'm']",12.0
77,"['m', 'o', '-', 'e', 'e', 'm', '-', 'o', '-', 'e', '-', 'n', 'n']",14.0
78,"['-', 'e', 'm', '-', '-', 'e', 'e', 'o', 'n', 'n', 'm', '-', 'o']",36.0
79,"['n', '-', '-', '-', 'o', 'e', 'n', 'm', 'o', 'm', 'e', 'e', '-']",0.0
80,"['n', 'm', 'e', 'o', '-', '-', '-', 'o', 'n', '-', 'm', 'e', 'e']",0.0
81,"['e', 'm', 'n', 'n', 'o', 'o', '-', 'e', 'm', '-', '-', '-', 'e']",0.0
82,"['-', '-', 'e', 'n', 'o', 'e', 'm', 'n', 'e', '-', 'm', 'o', '-']",13.0
83,"['e', 'n', 'o', 'e', '-', 'e', 'm', '-', 'm', '-', 'o', '-', 'n']",5.0
84,"['m', 'e', '-', 'o', 'n', 'e', '-', 'o', '-', 'm', 'e', 'n', '-']",0.0
85,"['-', 'm', 'o', 'e', '-', 'e', 'o', 'e', 'n', '-', 'm', '-', 'n']",0.0
86,"['-', 'o', 'e', '-', 'e', 'n', 'm', 'n', '-', '-', 'm', 'o', 'e']",9.0
87,"['-', '-', '-', 'o', 'm', 'e', 'o', 'e', 'e', 'n', 'n', 'm', '-']",13.0
88,"['o', '-', '-', 'o', 'e', '-', 'e', '-', 'e', 'n', 'm', 'n', 'm']",2.0
89,"['e', 'o', 'm', 'n', 'e', 'm', '-', '-', 'n', '-', 'e', '-', 'o']",11.0
90,"['-', 'e', 'm', 'm', 'e', '-', 'n', 'o', '-', '-', 'o', 'e', 'n']",11.0
91,"['m', '-', 'n', 'o', '-', 'o', 'm', 'e', '-', '-', 'n', 'e', 'e']",15.0
92,"['e', 'o', 'm', '-', 'o', 'e', '-', 'e', '-', 'n', 'm', 'n', '-']",12.0
93,"['-', 'e', '-', 'e', 'm', '-', 'o', 'm', 'n', 'n', 'o', '-', 'e']",0.0
94,"['e', '-', 'e', '-', 'n', 'o', 'e', '-', 'm', '-', 'm', 'o', 'n']",6.0
95,"['-', '-', 'e', 'o', '-', 'o', 'm', 'n', 'e', '-', 'm', 'e', 'n']",0.0
96,"['n', 'e', '-', 'm', '-', 'e', 'o', '-', 'm', 'n', '-', 'o', 'e']",36.0
97,"['m', '-', 'n', '-', 'o', 'o', '-', 'e', 'm', 'e', 'e', '-', 'n']",0.0
98,"['o', 'n', 'o', 'e', '-', 'e', '-', 'n', '-', '-', 'm', 'm', 'e']",27.0
99,"['e', '-', '-', 'm', 'n', 'o', '-', 'n', 'm', 'e', '-', 'e', 'o']",0.0
100,"['n', 'o', 'o', '-', 'e', '-', 'e', 'n', 'm', '-', 'e', 'm', '-']",17.0
101,"['-', 'o', 'n', 'e', 'e', 'm', 'o', 'n', 'e', '-', '-', 'm', '-']",6.0
102,"['n', 'm', '-', 'm', '-', 'e', 'n', 'e', '-', 'e', 'o', 'o', '-']",10.0
103,"['-', 'm', 'o', '-', '-', 'e', 'e', 'm', 'e', 'n', '-', 'o', 'n']",0.0
104,"['-', 'o', 'n', 'm', 'e', '-', 'm', '-', 'o', 'e', 'n', 'e', '-']",0.0
105,"['o', '-', 'm', 'n', 'e', '-', 'e', 'e', 'n', '-', '-', 'm', 'o']",0.0
106,"['n', 'o', '-', 'o', '-', '-', 'm', 'e', '-', 'n', 'e', 'm', 'e']",0.0
107,"['e', 'o', 'o', 'e', 'm', 'n', '-', 'n', '-', '-', '-', 'm', 'e']",5.0
108,"['-', 'n', 'e', 'e', 'n', '-', 'o', 'm', 'm', 'e', '-', 'o', '-']",0.0
109,"['-', 'o', '-', 'e', 'm', 'e', 'n', 'm', 'n', '-', 'o', 'e', '-']",0.0
110,"['e', 'n', '-', 'n', 'e', 'm', '-', 'o', '-', 'o', '-', 'e', 'm']",8.0
111,"['-', 'e', '-', 'n', 'm', 'n', '-', 'e', 'e', 'o', 'o', '-', 'm']",0.0
112,"['-', '-', 'm', '-', 'e', 'n', 'o', 'e', '-', 'e', 'n', 'm', 'o']",0.0
113,"['-', 'e', 'e', 'o', '-', 'n', '-', 'n', 'e', 'm', 'm', 'o', '-']",22.0
114,"['o', '-', 'o', 'm', 'e', '-', 'e', '-', 'n', 'n', 'e', 'm', '-']",0.0
115,"['e', '-', '-', 'e', 'n', 'o', '-', '-', 'e', 'o', 'm', 'm', 'n']",2.0
116,"['-', 'o', '-', 'n', 'm', 'o', 'e', 'e', 'e', '-', 'n', 'm', '-']",10.0
117,"['n', 'm', 'o', '-', 'e', 'e', 'm', '-', 'o', '-', '-', 'e', 'n']",4.0
118,"['m', '-', 'e', 'n', 'n', 'm', 'e', '-', 'o', '-', '-', 'e', 'o']",26.0
119,"['o', 'n', 'n', '-', 'e', '-', 'e', 'm', '-', 'm', 'e', 'o', '-']",5.0
120,"['n', 'e', '-', 'e', 'o', 'o', 'e', 'm', 'n', '-', '-', 'm', '-']",3.0
121,"['-', '-', 'm', 'n', 'm', 'o', 'o', '-', 'e', 'e', '-', 'n', 'e']",15.0
122,"['n', 'e', '-', 'm', 'n', 'm', 'e', 'o', '-', '-', 'o', '-', 'e']",7.0
123,"['-', 'm', 'e', 'o', '-', '-', '-', 'o', 'n', 'e', 'n', 'm', 'e']",8.0
124,"['-', 'o', 'o', '-', '-', 'e', 'm', 'n', 'e', '-', 'e', 'n', 'm']",16.0
125,"['-', 'm', '-', 'o', 'n', 'o', 'e', 'e', 'm', 'n', '-', '-', 'e']",0.0
126,"['e', 'm', '-', '-', 'o', 'n', 'e', 'n', '-', '-', 'm', 'e', 'o']",0.0
127,"['o', 'o', 'n', '-', 'm', 'm', 'e', '-', 'e', '-', '-', 'e', 'n']",0.0
128,"['n', '-', '-', 'o', 'n', 'm', 'e', 'o', '-', 'e', 'm', '-', 'e']",3.0
129,"['n', 'e', 'e', 'o', 'o', '-', 'e', '-', 'm', '-', '-', 'm', 'n']",8.0
130,"['-', 'n', 'o', 'e', 'm', 'e', '-', 'o', 'e', '-', '-', 'n', 'm']",16.0
131,"['-', 'n', 'n', 'e', '-', 'o', 'm', 'e', '-', '-', 'm', 'e', 'o']",12.0
132,"['e', '-', '-', 'm', 'o', '-', 'o', '-', 'e', 'n', 'n', 'e', 'm']",0.0
133,"['e', 'e', 'n', '-', 'o', '-', 'e', 'n', '-', 'm', '-', 'o', 'm']",7.0
134,"['e', '-', '-', 'e', '-', '-', 'n', 'n', 'o', 'm', 'o', 'e', 'm']",10.0
135,"['e', 'n', '-', 'm', 'n', 'm', 'o', 'e', '-', 'o', '-', '-', 'e']",5.0
136,"['-', 'n', 'e', 'e', '-', 'm', '-', 'e', 'o', '-', 'm', 'o', 'n']",0.0
137,"['m', '-', 'e', '-', 'o', 'n', 'n', 'e', 'm', 'e', 'o', '-', '-']",0.0
138,"['e', 'n', '-', 'n', '-', '-', 'm', 'o', '-', 'e', 'o', 'e', 'm']",12.0
139,"['-', 'n', '-', 'm', 'e', 'n', '-', 'o', 'e', 'o', 'm', '-', 'e']",0.0
140,"['o', 'n', 'e', '-', 'e', 'o', '-', 'e', '-', 'n', 'm', '-', 'm']",12.0
141,"['e', 'e', 'n', '-', 'o', 'e', 'n', 'm', 'm', 'o', '-', '-', '-']",6.0
142,"['n', 'e', '-', '-', 'e', '-', 'm', 'o', '-', 'e', 'o', 'm', 'n']",24.0
143,"['-', 'm', '-', 'n', 'e', 'o', 'e', '-', 'n', '-', 'o', 'm', 'e']",0.0
144,"['e', '-', 'n', 'm', '-', 'e', 'e', '-', 'n', 'm', 'o', '-', 'o']",10.0
145,"['n', 'e', 'o', 'e', '-', '-', 'n', 'm', '-', 'm', '-', 'o', 'e']",0.0
146,"['n', '-', 'e', 'e', 'e', '-', 'm', 'o', 'o', 'n', '-', '-', 'm']",0.0
147,"['-', 'o', 'm', '-', 'n', 'm', 'n', 'e', 'e', 'e', '-', '-', 'o']",15.0
148,"['o', 'n', 'm', '-', '-', 'e', '-', 'e', 'e', 'n', 'm', 'o', '-']",6.0
149,"['e', 'o', 'n', '-', 'e', '-', '-', 'e', 'm', 'o', 'm', '-', 'n']",7.0
150,"['n', '-', 'm', 'e', 'o', 'o', '-', 'm', 'e', 'e', '-', 'n', '-']",13.0
151,"['-', 'e', 'n', '-', 'm', '-', 'm', '-', 'n', 'e', 'e', 'o', 'o']",26.0
152,"['e', 'e', '-', 'm', 'n', '-', '-', '-', 'n', 'e', 'o', 'o', 'm']",0.0
153,"['o', 'o', '-', 'e', 'm', 'n', '-', 'e', '-', 'm', 'e', '-', 'n']",0.0
154,"['o', 'e', 'e', '-', 'n', 'o', '-', 'n', 'm', 'm', '-', 'e', '-']",33.0
155,"['o', '-', '-', 'e', 'm', 'm', 'e', '-', 'n', 'n', '-', 'o', 'e']",28.0
156,"['o', 'n', 'n', 'm', 'e', '-', 'e', 'm', '-', 'o', '-', '-', 'e']",0.0
157,"['m', 'n', '-', '-', '-', 'e', 'o', '-', 'n', 'e', 'o', 'e', 'm']",16.0
158,"['-', 'e', '-', 'n', '-', 'e', 'n', 'e', 'm', 'o', '-', 'm', 'o']",0.0
159,"['m', '-', 'e', 'n', '-', 'n', 'e', 'm', '-', 'o', 'o', '-', 'e']",10.0
160,"['n', '-', 'o', '-', 'e', '-', 'm', 'e', 'n', 'm', 'o', 'e', '-']",6.0
161,"['e', 'n', 'e', 'm', '-', 'o', '-', 'e', 'n', 'm', 'o', '-', '-']",0.0
162,"['-', '-', 'n', 'o', 'e', 'o', 'm', 'e', 'e', 'n', 'm', '-', '-']",0.0
163,"['-', 'e', 'n', '-', 'o', 'e', 'e', '-', 'n', '-', 'm', 'm', 'o']",8.0
164,"['-', 'm', 'o', 'e', '-', 'm', 'e', 'e', 'n', '-', 'o', '-', 'n']",0.0
165,"['-', '-', 'm', '-', 'o', 'e', '-', 'n', 'e', 'e', 'n', 'o', 'm']",23.0
166,"['e', '-', '-', 'e', 'o', 'o', 'e', '-', 'n', 'm', 'n', 'm', '-']",6.0
167,"['n', 'e', 'm', '-', 'm', 'n', '-', '-', '-', 'e', 'o', 'o', 'e']",8.0
168,"['-', 'e', '-', 'o', 'o', 'e', 'm', '-', 'n', 'e', 'm', '-', 'n']",8.0
169,"['e', 'o', '-', '-', 'n', 'o', '-', 'e', 'n', 'm', 'm', '-', 'e']",0.0
170,"['n', 'e', 'm', 'o', 'e', '-', 'o', 'm', 'n', 'e', '-', '-', '-']",0.0
171,"['n', '-', 'e', 'n', 'm', '-', '-', 'o', 'e', 'e', 'o', 'm', '-']",28.0
172,"['n', 'o', 'm', '-', '-', 'e', '-', 'e', '-', 'n', 'o', 'm', 'e']",0.0
173,"['e', 'e', '-', '-', 'o', 'm', 'o', 'e', '-', '-', 'n', 'm', 'n']",8.0
174,"['e', 'm', 'e', '-', 'n', 'e', '-', 'm', '-', '-', 'o', 'o', 'n']",0.0
175,"['o', 'n', '-', '-', 'e', 'm', '-', 'n', 'm', 'e', '-', 'e', 'o']",0.0
176,"['m', 'n', 'e', '-', '-', '-', 'o', 'n', 'm', 'e', '-', 'e', 'o']",0.0
177,"['m', '-', 'e', 'n', '-', 'e', '-', '-', 'n', 'o', 'm', 'e', 'o']",24.0
178,"['n', 'm', 'e', '-', 'e', 'm', '-', 'o', 'e', '-', 'o', 'n', '-']",5.0
179,"['-', '-', 'n', 'e', 'm', 'e', '-', 'e', 'm', 'o', 'n', 'o', '-']",4.0
180,"['n', 'e', '-', 'm', 'e', 'm', 'e', '-', 'o', '-', 'o', '-', 'n']",13.0
181,"['e', 'o', '-', '-', '-', 'n', '-', 'e', 'e', 'o', 'm', 'm', 'n']",4.0
182,"['e', '-', '-', 'n', 'n', 'e', 'e', 'o', '-', 'm', 'm', 'o', '-']",1.0
183,"['o', 'o', '-', 'm', 'm', 'e', 'e', '-', '-', 'e', 'n', 'n', '-']",6.0
184,"['e', 'n', 'n', '-', 'm', '-', 'o', '-', 'm', 'e', 'e', '-', 'o']",0.0
185,"['o', 'm', 'e', '-', 'n', '-', 'n', 'e', 'm', 'o', 'e', '-', '-']",0.0
186,"['e', 'm', 'e', 'o', '-', '-', 'e', '-', 'm', 'n', 'n', 'o', '-']",14.0
187,"['n', 'm', '-', 'n', 'e', 'o', '-', 'e', '-', 'o', 'm', '-', 'e']",0.0
188,"['-', 'm', 'e', 'o', '-', 'e', 'n', '-', 'n', '-', 'e', 'm', 'o']",0.0
189,"['m', 'e', 'e', 'o', 'm', '-', 'n', 'o', '-', 'n', 'e', '-', '-']",23.0
190,"['e', 'e', 'm', 'e', '-', 'o', 'n', '-', '-', '-', 'n', 'm', 'o']",18.0
191,"['-', 'm', '-', 'e', 'm', 'e', 'n', 'e', '-', 'o', 'n', '-', 'o']",9.0
192,"['m', 'o', '-', '-', 'n', '-', 'o', 'm', 'e', '-', 'e', 'n', 'e']",8.0
193,"['e', 'e', '-', '-', 'e', 'n', 'n', '-', 'o', 'o', 'm', '-', 'm']",12.0
194,"['e', '-', 'n', 'o', 'e', 'o', '-', 'm', 'm', '-', 'n', '-', 'e']",6.0
195,"['-', 'e', '-', 'o', 'n', 'm', 'm', 'e', 'o', 'e', '-', '-', 'n']",19.0
196,"['n', 'o', '-', '-', 'm', 'n', '-', 'o', 'e', 'm', 'e', 'e', '-']",0.0
197,"['-', 'm', '-', 'n', 'n', '-', 'o', 'e', 'e', 'o', '-', 'e', 'm']",14.0
198,"['-', 'e', 'e', 'm', '-', 'm', '-', 'o', 'o', '-', 'n', 'n', 'e']",0.0
199,"['m', 'o', 'n', 'o', '-', '-', '-', '-', 'e', 'n', 'm', 'e', 'e']",6.0
200,"['m', '-', 'e', 'o', 'e', 'n', '-', 'm', 'n', 'e', 'o', '-', '-']",0.0
201,"['e', 'n', '-', 'n', '-', 'm', '-', 'e', '-', 'o', 'm', 'o', 'e']",60.0
202,"['e', 'o', 'm', 'n', '-', 'm', 'e', '-', '-', '-', 'n', 'e', 'o']",0.0
203,"['n', '-', '-', 'n', 'm', 'm', '-', 'o', 'e', '-', 'e', 'o', 'e']",8.0
204,"['-', 'o', 'e', '-', 'e', 'n', '-', '-', 'm', 'e', 'o', 'n', 'm']",0.0
205,"['n', '-', 'e', 'e', '-', 'o', 'm', 'n', '-', 'e', 'o', 'm', '-']",0.0
206,"['e', '-', 'e', 'e', 'o', '-', 'm', 'o', 'n', 'm', '-', '-', 'n']",10.0
207,"['-', 'm', '-', 'm', '-', 'n', 'e', 'o', 'e', '-', 'o', 'e', 'n']",10.0
208,"['-', 'e', 'n', 'n', '-', '-', 'm', 'o', 'e', 'm', 'e', '-', 'o']",0.0
209,"['o', 'm', 'e', 'o', '-', '-', 'e', 'n', '-', '-', 'n', 'e', 'm']",15.0
210,"['e', '-', 'm', '-', 'n', 'o', 'e', 'm', 'o', '-', 'e', 'n', '-']",11.0
211,"['-', 'm', 'e', 'n', 'e', 'e', 'm', 'n', '-', 'o', '-', '-', 'o']",5.0
212,"['o', '-', 'e', '-', 'n', '-', 'o', 'm', 'm', 'e', 'e', '-', 'n']",10.0
213,"['-', '-', 'n', 'm', 'm', 'e', 'o', '-', 'o', '-', 'e', 'n', 'e']",0.0
214,"['m', 'n', 'e', '-', '-', 'o', 'e', 'o', '-', 'm', 'e', 'n', '-']",10.0
215,"['-', 'n', 'n', 'm', '-', '-', 'e', '-', 'm', 'e', 'e', 'o', 'o']",10.0
216,"['n', 'e', '-', '-', 'e', 'n', 'm', 'o', 'o', 'm', 'e', '-', '-']",0.0
217,"['-', 'e', 'e', '-', '-', '-', 'o', 'm', 'e', 'n', 'o', 'm', 'n']",16.0
218,"['-', '-', 'o', '-', '-', 'e', 'n', 'o', 'e', 'm', 'n', 'm', 'e']",10.0
219,"['o', 'm', 'e', '-', '-', '-', 'o', '-', 'e', 'm', 'n', 'e', 'n']",0.0
220,"['n', 'e', '-', '-', '-', 'm', '-', 'o', 'e', 'o', 'm', 'n', 'e']",0.0
221,"['e', '-', 'o', 'm', '-', 'n', '-', 'e', 'm', 'e', 'o', 'n', '-']",2.0
222,"['-', 'n', '-', 'n', 'e', 'm', 'o', '-', 'o', 'e', 'e', 'm', '-']",7.0
223,"['o', 'e', '-', 'm', '-', 'm', '-', 'e', 'o', '-', 'e', 'n', 'n']",8.0
224,"['m', '-', 'e', 'n', 'o', 'o', '-', '-', '-', 'n', 'e', 'm', 'e']",6.0
225,"['m', 'n', '-', '-', '-', 'm', 'e', 'o', 'e', 'e', 'n', '-', 'o']",0.0
226,"['-', 'o', 'm', '-', 'm', 'n', 'n', 'e', 'e', 'e', 'o', '-', '-']",27.0
227,"['o', 'm', 'o', '-', 'm', '-', 'n', 'e', 'e', 'e', '-', '-', 'n']",27.0
228,"['m', 'e', 'm', 'n', '-', 'o', '-', 'e', '-', 'o', 'e', 'n', '-']",15.0
229,"['n', 'e', 'n', 'm', 'm', 'e', '-', 'o', 'e', '-', 'o', '-', '-']",15.0
230,"['e', '-', 'n', '-', 'o', 'e', 'o', 'n', 'e', '-', 'm', '-', 'm']",3.0
231,"['m', 'e', 'o', 'e', '-', 'e', 'n', 'n', '-', 'm', '-', 'o', '-']",0.0
232,"['e', 'n', 'n', 'o', 'm', '-', 'e', '-', 'o', '-', 'm', '-', 'e']",12.0
233,"['-', 'n', 'm', 'e', '-', 'e', '-', 'n', 'o', 'e', '-', 'm', 'o']",18.0
234,"['n', 'e', 'm', '-', 'e', 'o', '-', '-', 'm', '-', 'e', 'o', 'n']",0.0
235,"['n', 'e', '-', 'e', 'o', 'm', 'm', '-', 'e', 'o', '-', 'n', '-']",0.0
236,"['-', 'o', 'e', '-', 'm', '-', '-', 'e', 'n', 'e', 'o', 'n', 'm']",9.0
237,"['m', '-', 'o', 'n', '-', '-', 'e', 'o', 'e', 'n', '-', 'e', 'm']",0.0
238,"['e', 'e', 'e', 'm', 'o', '-', 'n', 'm', 'o', 'n', '-', '-', '-']",3.0
239,"['-', 'n', 'e', 'o', 'e', 'n', 'e', '-', 'o', '-', 'm', '-', 'm']",13.0
240,"['-', '-', '-', 'o', 'e', 'o', 'e', '-', 'e', 'n', 'm', 'm', 'n']",4.0
241,"['-', 'o', 'n', '-', 'e', 'm', '-', 'e', 'e', 'n', '-', 'o', 'm']",0.0
242,"['e', 'e', '-', 'o', 'm', '-', 'n', 'm', '-', 'e', 'n', '-', 'o']",0.0
243,"['-', 'n', '-', 'o', 'm', '-', 'n', 'o', 'e', 'e', '-', 'm', 'e']",0.0
244,"['e', 'e', 'm', 'n', '-', '-', '-', 'o', 'm', 'e', '-', 'o', 'n']",0.0
245,"['-', 'm', 'e', '-', 'n', '-', 'm', 'e', 'e', 'o', 'n', '-', 'o']",11.0
246,"['e', '-', 'm', 'e', 'o', 'm', '-', 'o', 'n', '-', 'n', 'e', '-']",11.0
247,"['o', 'm', 'm', 'e', '-', 'n', 'o', 'e', 'n', '-', '-', 'e', '-']",14.0
248,"['n', 'e', '-', 'e', 'e', '-', '-', 'o', 'm', '-', 'n', 'o', 'm']",18.0
249,"['e', '-', 'n', '-', 'o', 'e', 'm', 'm', 'e', '-', 'n', '-', 'o']",9.0
250,"['n', '-', '-', '-', 'm', 'e', 'n', 'o', 'e', 'm', 'e', '-', 'o']",0.0
251,"['o', '-', 'e', 'e', 'e', 'n', '-', '-', 'm', 'o', '-', 'm', 'n']",0.0
