,palavra,solucao
19,"['e', 'n', 'm', 'm', 'o', '-', '-', 'n', 'o', '-', 'e', '-', 'e']",3.0
20,"['m', 'e', 'n', '-', 'e', '-', 'm', 'o', '-', '-', 'n', 'e', 'o']",12.0
21,"['-', 'n', '-', 'o', 'm', 'm', 'e', 'o', 'n', '-', 'e', '-', 'e']",10.0
22,"['e', '-', 'o', 'o', '-', 'm', 'n', 'n', 'e', '-', 'e', '-', 'm']",0.0
23,"['e', 'm', '-', 'o', 'o', 'n', '-', 'm', '-', 'e', '-', 'e', 'n']",18.0
24,"['m', 'n', '-', 'o', '-', 'e', 'e', 'm', 'o', '-', 'e', 'n', '-']",0.0
25,"['e', 'm', 'n', '-', '-', 'e', '-', 'n', 'o', 'm', 'o', '-', 'e']",5.0
26,"['m', '-', '-', 'e', '-', 'n', 'm', 'o', '-', 'o', 'e', 'e', 'n']",3.0
27,"['n', '-', 'e', 'o', 'n', '-', 'm', 'e', '-', 'm', '-', 'o', 'e']",12.0
28,"['m', 'e', '-', 'n', 'o', 'm', '-', '-', '-', 'o', 'n', 'e', 'e']",0.0
29,"['o', 'n', 'm', '-', 'e', 'm', 'n', 'o', '-', 'e', 'e', '-', '-']",0.0
30,"['o', 'n', 'e', 'n', 'm', '-', '-', 'e', 'e', 'm', 'o', '-', '-']",0.0
31,"['n', 'e', '-', '-', 'm', 'e', 'n', 'o', '-', 'm', 'e', '-', 'o']",0.0
32,"['e', '-', 'n', '-', 'n', '-', 'e', 'o', 'm', '-', 'o', 'm', 'e']",8.0
33,"['-', 'n', 'n', 'o', '-', 'e', 'e', 'e', 'm', '-', 'o', '-', 'm']",4.0
34,"['-', 'n', 'o', '-', '-', 'm', 'n', 'o', '-', 'e', 'e', 'e', 'm']",0.0
35,"['m', 'n', '-', 'e', 'o', 'e', '-', '-', 'n', 'm', '-', 'o', 'e']",0.0
36,"['m', '-', 'e', 'n', '-', 'o', 'm', 'o', 'e', '-', '-', 'e', 'n']",0.0
37,"['-', 'm', 'm', 'n', 'e', 'e', '-', 'o', 'o', 'e', '-', 'n', '-']",22.0
38,"['e', 'm', 'n', 'e', 'o', '-', 'e', 'm', '-', '-', '-', 'n', 'o']",15.0
39,"['m', 'o', 'e', 'o', '-', 'n', '-', '-', 'e', 'e', 'n', 'm', '-']",0.0
40,"['n', 'e', '-', 'o', '-', '-', 'm', 'e', 'n', '-', 'm', 'e', 'o']",0.0
41,"['-', 'n', '-', 'o', 'm', 'm', 'e', 'e', 'e', '-', 'n', '-', 'o']",0.0
42,"['o', 'e', '-', 'o', 'e', 'n', '-', 'm', 'm', 'n', '-', 'e', '-']",16.0
43,"['-', '-', 'o', 'e', '-', 'o', '-', 'm', 'e', 'n', 'm', 'n', 'e']",8.0
44,"['-', '-', 'm', 'n', '-', 'm', 'o', '-', 'e', 'n', 'o', 'e', 'e']",2.0
45,"['n', 'n', 'o', 'm', 'e', '-', '-', '-', 'm', 'o', 'e', 'e', '-']",6.0
46,"['m', 'm', 'n', 'e', 'n', '-', '-', 'e', '-', '-', 'o', 'e', 'o']",9.0
47,"['-', '-', '-', 'm', 'm', 'e', 'e', 'o', 'n', '-', 'n', 'e', 'o']",0.0
48,"['o', 'm', '-', 'e', 'm', '-', 'e', '-', 'n', '-', 'o', 'e', 'n']",16.0
49,"['-', 'm', '-', 'n', 'n', 'o', 'e', 'm', '-', 'e', 'e', 'o', '-']",14.0
50,"['-', 'n', 'e', 'e', 'm', '-', '-', '-', 'n', 'm', 'e', 'o', 'o']",0.0
51,"['n', 'm', 'm', 'n', '-', 'e', 'o', '-', 'o', 'e', 'e', '-', '-']",37.0
52,"['e', 'e', '-', 'o', 'o', 'n', 'n', 'm', '-', 'e', '-', 'm', '-']",22.0
53,"['-', '-', 'e', 'm', 'o', 'e', 'n', '-', 'o', '-', 'm', 'e', 'n']",0.0
54,"['e', '-', 'o', 'e', 'e', '-', 'n', 'm', 'n', 'o', '-', 'm', '-']",2.0
55,"['n', '-', 'm', 'e', 'n', 'm', '-', 'e', 'o', '-', '-', 'e', 'o']",0.0
56,"['e', '-', '-', '-', 'o', 'n', '-', 'o', 'e', 'm', 'n', 'm', 'e']",12.0
57,"['o', '-', '-', 'm', 'e', 'e', '-', 'o', 'm', '-', 'n', 'e', 'n']",10.0
58,"['o', 'n', '-', 'e', 'm', '-', 'e', '-', 'm', 'n', '-', 'o', 'e']",0.0
59,"['m', 'o', '-', '-', 'e', 'n', 'e', 'o', '-', 'm', '-', 'e', 'n']",3.0
60,"['n', '-', 'o', 'e', 'm', 'e', 'e', '-', 'o', 'm', 'n', '-', '-']",0.0
61,"['-', 'e', '-', 'o', 'e', 'm', '-', '-', 'o', 'e', 'm', 'n', 'n']",0.0
62,"['-', 'm', 'n', 'e', 'o', 'o', 'm', '-', '-', '-', 'n', 'e', 'e']",8.0
63,"['e', 'e', 'o', '-', 'n', 'e', 'n', 'm', '-', '-', '-', 'o', 'm']",0.0
64,"['-', 'o', 'e', 'e', '-', 'o', 'e', 'n', '-', 'n', 'm', 'm', '-']",6.0
65,"['e', 'm', 'n', '-', '-', 'o', 'n', 'e', '-', 'e', 'o', 'm', '-']",0.0
66,"['n', '-', 'e', '-', 'o', 'e', '-', 'e', 'o', 'n', 'm', '-', 'm']",0.0
67,"['-', 'o', '-', '-', 'e', 'n', 'n', 'e', '-', 'm', 'e', 'o', 'm']",8.0
68,"['-', 'e', 'e', 'n', 'o', '-', 'n', '-', '-', 'o', 'm', 'e', 'm']",0.0
69,"['-', 'm', 'o', 'm', '-', 'n', '-', 'e', '-', 'e', 'n', 'o', 'e']",0.0
70,"['n', 'e', 'n', 'm', 'e', '-', 'o', 'o', '-', 'm', 'e', '-', '-']",29.0
71,"['-', 'o', 'n', 'n', '-', 'e', '-', 'e', '-', 'm', 'o', 'e', 'm']",0.0
72,"['m', 'o', 'e', '-', 'm', 'n', 'o', '-', 'n', '-', 'e', '-', 'e']",14.0
73,"['e', 'e', 'm', '-', 'e', '-', 'n', 'o', 'o', '-', 'm', '-', 'n']",8.0
74,"['m', '-', '-', 'o', 'e', 'n', 'n', 'e', 'o', '-', '-', 'e', 'm']",8.0
75,"['n', 'o', '-', '-', 'n', 'o', '-', '-', 'e', 'e', 'e', 'm', 'm']",0.0
76,"['e', '-', '-', 'o', '-', 'm', 'm', 'o', 'n', '-', 'e', 'n', 'e']",10.0
77,"['m', '-', 'n', 'o', 'e', '-', 'e', 'e', '-', 'o', 'n', 'm', '-']",10.0
78,"['m', 'n', 'e', 'o', 'e', '-', 'e', '-', 'o', '-', 'n', '-', 'm']",12.0
79,"['-', 'm', 'o', 'n', 'e', 'e', '-', 'e', 'o', '-', '-', 'n', 'm']",4.0
80,"['o', '-', 'e', 'e', 'n', 'e', 'm', '-', 'm', '-', '-', 'o', 'n']",13.0
81,"['m', 'e', 'e', '-', '-', 'o', '-', 'n', 'o', 'm', 'e', 'n', '-']",0.0
82,"['n', 'o', 'm', '-', 'm', 'e', '-', 'o', '-', 'e', 'n', '-', 'e']",15.0
83,"['e', 'n', 'm', '-', 'm', 'e', '-', 'e', 'o', 'n', '-', '-', 'o']",13.0
84,"['n', 'o', '-', '-', 'e', 'e', 'o', '-', '-', 'e', 'n', 'm', 'm']",0.0
85,"['o', '-', 'o', '-', 'e', 'e', 'n', '-', '-', 'n', 'm', 'm', 'e']",16.0
86,"['m', 'n', 'm', 'o', '-', 'e', 'o', 'e', 'n', 'e', '-', '-', '-']",12.0
87,"['m', 'n', 'o', 'e', '-', 'm', 'o', '-', 'e', '-', 'n', 'e', '-']",0.0
88,"['-', '-', 'o', 'e', 'o', 'm', 'e', 'm', '-', 'n', 'n', '-', 'e']",27.0
89,"['-', 'e', 'n', '-', '-', '-', 'o', 'o', 'e', 'm', 'n', 'e', 'm']",16.0
90,"['-', '-', 'm', 'm', 'e', 'n', 'e', '-', 'o', 'e', '-', 'n', 'o']",13.0
91,"['e', '-', 'o', 'e', '-', 'm', '-', '-', 'n', 'n', 'm', 'o', 'e']",0.0
92,"['-', 'o', 'm', '-', 'e', 'e', 'n', 'n', 'e', 'o', '-', '-', 'm']",3.0
93,"['n', 'o', 'e', '-', '-', 'n', 'e', 'o', 'e', 'm', '-', '-', 'm']",4.0
94,"['m', 'e', 'e', 'e', '-', 'o', '-', 'm', '-', 'o', 'n', '-', 'n']",10.0
95,"['o', '-', 'n', 'o', 'm', 'e', 'm', '-', '-', 'n', '-', 'e', 'e']",10.0
96,"['-', 'e', '-', 'o', 'o', 'e', 'm', 'm', 'n', '-', 'e', 'n', '-']",9.0
97,"['e', '-', 'e', 'n', 'm', 'o', 'n', '-', 'm', 'o', 'e', '-', '-']",3.0
98,"['o', '-', 'e', '-', 'm', '-', 'm', 'o', 'n', 'e', 'e', '-', 'n']",10.0
99,"['-', 'o', '-', 'n', 'n', 'e', 'e', '-', '-', 'm', 'm', 'o', 'e']",19.0
100,"['-', 'n', 'o', 'm', 'o', 'e', 'n', '-', 'e', '-', 'e', 'm', '-']",21.0
101,"['-', 'e', 'o', 'n', '-', 'm', 'n', 'e', '-', 'o', '-', 'e', 'm']",12.0
102,"['n', 'm', 'e', '-', '-', 'm', 'n', '-', 'e', 'o', 'e', 'o', '-']",0.0
103,"['n', 'e', '-', '-', 'o', '-', 'm', '-', 'o', 'e', 'm', 'e', 'n']",12.0
104,"['e', 'm', 'e', 'n', '-', 'o', 'm', 'n', 'o', 'e', '-', '-', '-']",8.0
105,"['e', 'e', 'm', 'n', 'n', 'o', '-', 'm', 'o', '-', '-', 'e', '-']",15.0
106,"['-', 'o', 'o', 'n', 'm', 'e', 'e', '-', 'e', 'n', '-', 'm', '-']",4.0
107,"['o', 'n', 'n', 'm', 'o', 'm', '-', 'e', '-', 'e', '-', '-', 'e']",8.0
108,"['o', '-', '-', 'e', '-', 'm', 'm', 'e', '-', 'n', 'e', 'o', 'n']",7.0
109,"['-', '-', 'n', '-', 'e', 'o', '-', 'm', 'o', 'n', 'e', 'm', 'e']",11.0
110,"['o', '-', 'e', 'o', 'e', 'n', '-', 'n', 'm', 'm', 'e', '-', '-']",11.0
111,"['-', '-', '-', 'e', 'e', 'e', 'm', 'o', 'm', 'n', 'o', 'n', '-']",17.0
112,"['-', '-', 'm', 'e', 'n', 'o', 'n', 'm', 'e', 'e', '-', '-', 'o']",17.0
113,"['n', 'e', '-', 'm', '-', 'm', 'o', 'n', '-', 'e', '-', 'e', 'o']",15.0
114,"['-', 'm', '-', 'n', 'm', '-', 'e', 'e', 'o', '-', 'e', 'o', 'n']",0.0
115,"['o', 'm', '-', 'm', 'e', 'n', '-', '-', 'e', 'n', 'e', 'o', '-']",0.0
116,"['m', 'm', 'n', 'e', 'o', '-', 'n', '-', 'e', 'o', 'e', '-', '-']",8.0
117,"['o', 'e', 'n', 'e', 'm', '-', '-', '-', 'e', 'n', 'm', '-', 'o']",9.0
118,"['o', '-', 'm', 'o', 'n', 'e', '-', 'e', 'm', '-', 'e', '-', 'n']",22.0
119,"['e', 'e', 'n', 'n', 'm', 'o', '-', 'm', 'e', '-', 'o', '-', '-']",0.0
120,"['m', 'e', 'o', 'n', 'm', '-', '-', 'n', '-', 'o', '-', 'e', 'e']",14.0
121,"['o', '-', 'e', '-', '-', 'n', 'e', 'e', 'n', 'o', 'm', 'm', '-']",3.0
122,"['o', 'e', 'm', 'n', 'n', '-', 'm', '-', '-', 'o', '-', 'e', 'e']",11.0
123,"['-', 'm', '-', 'n', '-', 'n', 'e', '-', 'm', 'e', 'e', 'o', 'o']",20.0
124,"['n', 'o', '-', '-', 'e', 'n', 'o', '-', 'e', 'e', 'm', 'm', '-']",0.0
125,"['-', '-', 'o', 'e', 'e', 'o', '-', 'n', 'm', '-', 'n', 'm', 'e']",16.0
126,"['e', 'm', 'o', 'e', '-', 'm', 'n', '-', 'n', 'e', '-', 'o', '-']",0.0
127,"['o', 'e', 'n', '-', '-', '-', '-', 'o', 'e', 'm', 'm', 'e', 'n']",18.0
128,"['n', '-', '-', 'e', '-', '-', 'm', 'o', 'o', 'm', 'e', 'e', 'n']",6.0
129,"['o', 'e', '-', 'e', '-', 'n', 'e', 'm', 'n', 'o', 'm', '-', '-']",0.0
130,"['e', 'm', 'o', '-', 'e', 'e', '-', '-', 'o', '-', 'n', 'n', 'm']",12.0
131,"['-', 'n', 'o', 'e', '-', 'n', 'm', 'o', '-', 'm', 'e', 'e', '-']",12.0
132,"['m', '-', 'e', 'e', 'o', '-', '-', 'e', 'o', 'n', 'n', 'm', '-']",2.0
133,"['n', '-', 'n', 'm', '-', 'm', 'e', 'o', 'e', '-', 'o', 'e', '-']",8.0
134,"['m', 'n', 'e', '-', 'o', '-', 'e', 'o', 'm', '-', 'e', '-', 'n']",5.0
135,"['e', 'm', 'e', 'e', 'n', 'o', '-', 'o', 'n', 'm', '-', '-', '-']",0.0
136,"['-', 'm', 'n', '-', 'n', '-', 'e', 'm', 'o', 'e', 'e', '-', 'o']",14.0
137,"['e', 'e', 'm', '-', '-', 'o', 'e', '-', 'n', 'n', 'm', '-', 'o']",20.0
138,"['-', 'e', 'e', '-', 'e', '-', 'm', 'o', 'n', 'm', 'n', '-', 'o']",12.0
139,"['o', '-', 'm', 'e', 'e', 'n', '-', 'm', 'n', '-', 'o', '-', 'e']",0.0
140,"['n', 'n', 'o', '-', '-', 'e', '-', 'm', 'o', 'e', 'e', '-', 'm']",0.0
141,"['m', 'e', 'o', '-', 'n', '-', 'n', 'e', 'e', 'o', '-', 'm', '-']",6.0
142,"['-', 'e', '-', 'e', 'm', 'o', 'n', 'n', 'o', '-', '-', 'e', 'm']",9.0
143,"['e', 'o', 'n', 'm', '-', '-', 'e', 'n', 'e', 'o', 'm', '-', '-']",0.0
144,"['m', 'n', '-', 'n', 'e', '-', 'e', '-', 'm', '-', 'o', 'o', 'e']",2.0
145,"['m', 'o', 'o', '-', 'e', 'e', '-', 'n', 'm', '-', 'n', 'e', '-']",2.0
146,"['m', '-', 'n', '-', 'o', 'm', 'e', 'o', 'e', '-', '-', 'n', 'e']",0.0
147,"['m', '-', '-', '-', 'e', 'o', 'o', 'n', 'e', 'm', 'e', 'n', '-']",0.0
148,"['m', '-', 'e', 'n', '-', 'n', 'e', '-', 'o', 'e', '-', 'o', 'm']",33.0
149,"['e', '-', 'n', 'e', 'm', 'm', 'e', 'o', 'o', '-', '-', '-', 'n']",19.0
150,"['-', '-', 'o', 'e', 'e', 'o', 'm', '-', 'm', '-', 'n', 'e', 'n']",12.0
151,"['n', 'm', 'n', '-', 'e', 'o', '-', 'o', '-', 'm', 'e', 'e', '-']",7.0
152,"['o', '-', 'm', 'e', 'e', 'o', 'n', '-', 'm', '-', '-', 'n', 'e']",0.0
153,"['n', 'e', '-', 'e', 'o', 'o', '-', 'm', 'e', '-', 'n', 'm', '-']",12.0
154,"['-', 'e', 'o', '-', '-', 'o', 'e', 'm', '-', 'm', 'n', 'e', 'n']",0.0
155,"['o', 'o', '-', '-', 'm', '-', 'e', '-', 'n', 'm', 'e', 'e', 'n']",0.0
156,"['-', 'n', '-', '-', 'm', 'e', 'o', 'm', '-', 'o', 'e', 'n', 'e']",0.0
157,"['n', 'e', 'n', '-', 'm', 'm', '-', 'o', '-', 'e', '-', 'e', 'o']",18.0
158,"['e', 'o', 'n', '-', 'n', 'e', 'm', 'e', '-', 'm', 'o', '-', '-']",0.0
159,"['n', 'e', 'o', '-', 'o', 'm', '-', 'n', 'm', 'e', 'e', '-', '-']",0.0
160,"['m', 'n', 'o', 'e', 'o', 'e', 'e', '-', 'm', '-', '-', '-', 'n']",0.0
161,"['e', 'o', 'n', 'o', '-', 'e', 'n', '-', '-', 'm', 'm', 'e', '-']",5.0
162,"['o', 'e', 'm', '-', 'o', 'e', 'm', '-', '-', '-', 'n', 'e', 'n']",8.0
163,"['o', '-', 'n', '-', '-', 'e', 'm', 'm', 'o', 'e', 'e', 'n', '-']",0.0
164,"['-', '-', 'o', '-', 'o', 'n', 'm', 'n', '-', 'e', 'm', 'e', 'e']",5.0
165,"['e', 'o', 'n', 'o', '-', '-', 'n', 'e', '-', 'm', '-', 'e', 'm']",3.0
166,"['m', '-', 'm', 'e', 'o', 'e', '-', 'n', 'e', '-', 'n', '-', 'o']",16.0
167,"['-', 'e', 'e', '-', '-', 'm', '-', 'm', 'o', 'n', 'o', 'n', 'e']",6.0
168,"['m', 'n', '-', 'm', 'e', 'n', 'o', '-', 'e', 'e', 'o', '-', '-']",25.0
169,"['-', '-', 'o', 'm', 'o', '-', 'n', 'm', 'e', 'e', 'n', 'e', '-']",16.0
170,"['e', '-', 'm', 'o', '-', 'm', 'e', 'o', '-', 'e', 'n', 'n', '-']",11.0
171,"['o', 'm', 'e', 'n', 'n', '-', '-', 'm', '-', 'e', 'o', '-', 'e']",21.0
172,"['-', '-', 'm', 'n', 'n', 'm', 'o', 'o', '-', 'e', 'e', '-', 'e']",7.0
173,"['e', 'e', 'o', 'n', '-', 'm', 'o', 'n', 'm', 'e', '-', '-', '-']",3.0
174,"['m', 'e', 'n', 'n', 'o', 'e', 'o', '-', '-', '-', '-', 'e', 'm']",7.0
175,"['e', 'e', 'm', 'e', 'n', '-', 'o', 'o', 'n', 'm', '-', '-', '-']",4.0
176,"['e', 'o', '-', '-', 'n', 'm', 'e', '-', 'e', 'm', 'o', '-', 'n']",48.0
177,"['-', 'o', 'm', '-', 'n', 'n', 'e', '-', 'e', '-', 'o', 'm', 'e']",0.0
178,"['-', 'e', '-', 'm', 'o', 'e', '-', '-', 'm', 'n', 'e', 'o', 'n']",12.0
179,"['m', '-', 'e', 'n', '-', 'n', 'e', '-', 'm', 'o', 'o', 'e', '-']",2.0
180,"['m', 'n', '-', 'n', 'o', 'e', 'e', '-', 'e', 'm', '-', '-', 'o']",0.0
181,"['m', 'n', 'n', '-', 'm', 'e', 'e', '-', '-', 'e', 'o', '-', 'o']",0.0
182,"['n', 'e', 'e', 'm', 'm', 'n', 'o', 'o', '-', '-', '-', 'e', '-']",25.0
183,"['e', '-', '-', '-', 'e', 'e', 'n', 'm', 'm', 'o', 'o', 'n', '-']",24.0
184,"['-', '-', 'n', 'n', 'm', 'm', 'e', 'o', 'e', '-', '-', 'e', 'o']",126.0
185,"['m', 'n', 'e', 'e', 'o', '-', '-', '-', 'e', 'm', '-', 'o', 'n']",18.0
186,"['e', '-', 'n', 'm', '-', '-', 'e', 'm', 'o', 'n', '-', 'o', 'e']",20.0
187,"['m', '-', 'o', 'e', '-', '-', 'n', 'e', 'm', 'o', '-', 'n', 'e']",0.0
188,"['-', 'm', 'n', '-', 'm', 'e', '-', 'o', 'e', '-', 'o', 'e', 'n']",7.0
189,"['e', 'e', 'm', '-', 'o', 'm', 'n', '-', '-', 'e', 'o', '-', 'n']",0.0
190,"['-', '-', '-', 'n', 'o', 'n', '-', 'e', 'e', 'o', 'm', 'm', 'e']",0.0
191,"['o', '-', 'e', '-', 'o', 'm', '-', 'e', 'n', 'e', '-', 'n', 'm']",9.0
192,"['e', '-', 'o', 'n', 'm', 'e', 'o', 'm', '-', 'e', '-', '-', 'n']",0.0
193,"['-', 'm', 'm', '-', 'e', 'e', 'e', 'n', 'o', '-', 'n', 'o', '-']",10.0
194,"['o', '-', 'e', 'm', 'n', 'o', 'e', 'n', '-', '-', '-', 'm', 'e']",11.0
195,"['-', 'e', 'n', '-', '-', '-', 'm', 'e', 'n', 'm', 'e', 'o', 'o']",20.0
196,"['n', 'e', 'm', 'm', 'e', '-', '-', 'o', '-', '-', 'e', 'n', 'o']",0.0
197,"['n', 'e', 'e', 'e', 'm', '-', 'n', 'm', '-', '-', 'o', 'o', '-']",6.0
198,"['o', 'o', '-', 'm', 'e', '-', 'm', 'n', 'e', 'n', '-', '-', 'e']",0.0
199,"['o', 'n', 'e', 'e', '-', 'o', 'n', 'e', '-', '-', 'm', '-', 'm']",8.0
200,"['o', '-', 'n', 'o', '-', '-', 'e', 'n', 'm', 'e', '-', 'e', 'm']",6.0
201,"['-', 'e', 'n', 'm', 'm', 'e', 'n', '-', 'e', '-', 'o', 'o', '-']",12.0
202,"['n', 'o', 'm', 'o', 'n', 'e', 'e', '-', 'm', '-', '-', '-', 'e']",11.0
203,"['o', 'n', 'm', 'm', 'n', 'e', '-', '-', '-', 'e', '-', 'e', 'o']",15.0
204,"['n', 'e', 'o', 'm', '-', '-', 'e', '-', 'm', 'n', 'e', '-', 'o']",0.0
205,"['e', '-', 'o', 'm', 'o', 'n', 'e', 'n', '-', '-', 'm', '-', 'e']",4.0
206,"['m', 'm', '-', 'o', 'n', 'o', 'n', 'e', '-', 'e', 'e', '-', '-']",1.0
207,"['n', 'm', 'e', 'o', 'm', 'e', '-', '-', '-', 'n', 'o', 'e', '-']",30.0
208,"['o', 'm', 'e', 'm', 'n', '-', 'e', 'e', 'n', '-', '-', 'o', '-']",2.0
209,"['e', 'o', 'o', 'm', 'e', 'n', 'e', 'n', '-', '-', '-', 'm', '-']",9.0
210,"['-', 'n', 'e', 'm', '-', 'o', 'e', 'm', '-', '-', 'o', 'e', 'n']",0.0
211,"['o', '-', 'n', 'm', 'e', '-', 'o', 'm', 'e', 'e', '-', '-', 'n']",12.0
212,"['o', '-', 'e', 'm', '-', 'n', 'e', '-', '-', 'm', 'n', 'e', 'o']",0.0
213,"['e', '-', 'e', 'm', 'm', '-', 'o', '-', 'o', '-', 'n', 'n', 'e']",6.0
214,"['-', 'm', '-', '-', 'm', 'o', 'e', 'n', 'o', 'e', '-', 'n', 'e']",20.0
215,"['o', 'm', '-', 'n', 'e', '-', 'o', '-', 'e', 'e', 'n', 'm', '-']",4.0
216,"['-', 'o', 'e', 'e', 'm', '-', 'o', '-', 'm', '-', 'n', 'e', 'n']",0.0
217,"['-', '-', 'n', 'm', 'o', '-', 'e', 'o', 'n', '-', 'e', 'e', 'm']",0.0
218,"['n', 'e', '-', 'e', '-', '-', 'e', '-', 'm', 'o', 'n', 'm', 'o']",10.0
219,"['-', '-', 'o', 'n', 'm', 'm', '-', '-', 'n', 'o', 'e', 'e', 'e']",21.0
220,"['m', 'o', 'm', 'e', 'e', '-', '-', '-', '-', 'n', 'e', 'o', 'n']",7.0
221,"['e', '-', 'm', 'o', 'e', 'm', 'o', 'n', '-', 'n', 'e', '-', '-']",10.0
222,"['e', 'e', 'm', '-', 'e', 'o', '-', '-', 'n', 'm', '-', 'o', 'n']",14.0
223,"['m', '-', 'n', 'm', '-', 'e', 'o', 'o', '-', '-', 'e', 'n', 'e']",0.0
224,"['-', 'e', 'm', 'n', 'o', '-', 'm', 'e', '-', 'n', 'o', 'e', '-']",6.0
225,"['n', '-', 'e', 'e', 'm', 'o', 'o', 'n', '-', 'm', '-', 'e', '-']",0.0
226,"['m', 'e', 'n', '-', 'e', 'm', '-', '-', '-', 'o', 'n', 'e', 'o']",6.0
227,"['e', 'm', '-', '-', 'm', 'o', 'e', '-', 'n', 'o', 'e', '-', 'n']",2.0
228,"['n', 'o', 'o', '-', 'e', '-', '-', 'n', 'm', '-', 'm', 'e', 'e']",6.0
229,"['o', 'e', 'm', 'o', 'e', 'e', 'm', 'n', '-', '-', '-', '-', 'n']",0.0
230,"['o', '-', 'e', 'm', '-', 'o', '-', 'e', 'n', 'e', 'n', '-', 'm']",0.0
231,"['-', 'm', '-', 'o', 'e', 'n', 'e', 'n', '-', 'e', 'm', '-', 'o']",0.0
232,"['o', 'm', 'e', '-', 'e', 'e', '-', 'o', 'n', 'm', 'n', '-', '-']",11.0
233,"['-', 'e', '-', 'm', 'e', 'm', '-', 'n', 'o', '-', 'n', 'e', 'o']",12.0
234,"['-', 'e', 'n', '-', 'm', 'm', 'n', 'o', 'o', '-', 'e', 'e', '-']",0.0
235,"['e', 'n', 'o', '-', 'e', 'n', '-', 'e', 'm', '-', 'm', 'o', '-']",39.0
236,"['-', 'e', 'n', 'n', 'm', 'o', 'm', '-', '-', 'e', '-', 'e', 'o']",9.0
237,"['-', 'o', 'm', '-', '-', 'm', 'o', 'e', '-', 'e', 'n', 'e', 'n']",0.0
238,"['e', '-', '-', 'n', '-', 'e', '-', 'o', 'o', 'm', 'e', 'n', 'm']",24.0
239,"['e', 'e', '-', '-', 'm', 'm', 'n', 'e', '-', 'n', 'o', 'o', '-']",0.0
240,"['-', 'o', 'm', 'm', 'n', '-', '-', 'n', 'e', 'e', 'e', 'o', '-']",10.0
241,"['o', 'n', '-', 'm', 'm', '-', 'e', 'e', '-', 'n', 'o', 'e', '-']",14.0
242,"['-', 'e', '-', '-', 'o', 'e', '-', 'n', 'm', 'n', 'e', 'm', 'o']",12.0
243,"['-', '-', 'n', 'm', 'o', 'm', 'n', 'e', '-', 'o', 'e', '-', 'e']",0.0
244,"['o', 'e', 'n', 'm', 'n', '-', '-', 'e', '-', 'm', '-', 'o', 'e']",26.0
245,"['e', '-', 'e', 'o', 'n', 'n', '-', 'm', 'o', '-', 'e', '-', 'm']",0.0
246,"['n', '-', 'e', 'm', 'm', 'o', 'e', '-', 'e', '-', 'o', '-', 'n']",24.0
247,"['-', 'o', 'o', 'e', '-', 'e', '-', 'm', 'n', '-', 'e', 'n', 'm']",36.0
248,"['m', '-', '-', 'e', 'o', 'm', 'n', 'n', 'e', '-', '-', 'e', 'o']",15.0
249,"['-', 'e', 'o', 'e', 'n', 'm', '-', 'e', '-', 'm', '-', 'n', 'o']",8.0
250,"['o', 'm', 'm', '-', 'o', 'e', 'e', 'n', '-', '-', '-', 'n', 'e']",10.0
251,"['e', '-', '-', 'm', 'o', 'o', '-', 'n', 'e', '-', 'm', 'e', 'n']",0.0
